,Suburb,Address,Rooms,Type,Price,Bedroom,Bathroom,Car,Age,Lattitude,Longtitude
3625,Kew,2/54 Studley Park Rd,2,Apartment,765000.0,2.0,1.0,2.0,59.0,-37.8066,145.0211
3627,Kew,2/147 Willsmere Rd,3,Bungalow,972500.0,3.0,2.0,2.0,49.0,-37.7925,145.0389
3628,Kew,3/37 Atkins St,2,Townhouse,672000.0,2.0,1.0,1.0,39.0,-37.8094,145.0446
3629,Kew,56 Cecil St,4,Bungalow,2350000.0,4.0,2.0,2.0,36.0,-37.8047,145.0534
3630,Kew,302 Cotham Rd,4,Bungalow,1312000.0,4.0,2.0,1.0,64.0,-37.8096,145.0529
3631,Kew,4/34 Dean St,2,Apartment,890000.0,2.0,2.0,1.0,54.0,-37.8148,145.0571
3633,Kew,74 Gladstone St,2,Bungalow,1331000.0,2.0,1.0,1.0,79.0,-37.7995,145.0418
3634,Kew,21 Grandview Tce,4,Bungalow,1800000.0,5.0,2.0,2.0,79.0,-37.7933,145.0343
3636,Kew,2A Churchill St,3,Bungalow,1476000.0,3.0,2.0,2.0,22.0,-37.7997,145.046
3637,Kew,30 College Pde,4,Bungalow,2590000.0,4.0,2.0,2.0,91.0,-37.8124,145.0361
3638,Kew,176 Cotham Rd,4,Bungalow,2625000.0,4.0,2.0,2.0,129.0,-37.8083,145.0418
3639,Kew,45 Stevenson St,4,Bungalow,2265000.0,4.0,1.0,1.0,89.0,-37.8098,145.02200000000005
3640,Kew,24 Fitzwilliam St,5,Bungalow,1975000.0,3.0,2.0,1.0,129.0,-37.813,145.0411
3642,Kew,176 Peel St,5,Bungalow,2550000.0,5.0,4.0,2.0,3.0,-37.7937,145.0353
3645,Kew,2/37 Wills St,3,Townhouse,1330000.0,3.0,2.0,2.0,24.0,-37.7993,145.0267
3647,Kew,7a Peel St,3,Bungalow,1450000.0,3.0,2.0,2.0,21.0,-37.8053,145.0327
3648,Kew,61 Molesworth St,3,Bungalow,3650000.0,3.0,2.0,3.0,59.0,-37.8006,145.0218
3649,Kew,5/13 Hope Ct,2,Apartment,551000.0,2.0,1.0,2.0,27.0,-37.7925,145.0263
3654,Kew,2 Fernhurst Gr,4,Bungalow,2450000.0,3.0,2.0,2.0,119.0,-37.8067,145.0277
3655,Kew,51 Princess St,4,Bungalow,2460000.0,4.0,4.0,2.0,109.0,-37.8042,145.0291
3656,Kew,80 Brougham St,4,Bungalow,2850000.0,4.0,2.0,4.0,129.0,-37.8037,145.0308
3657,Kew,68 Mary St,5,Bungalow,2425000.0,5.0,2.0,2.0,129.0,-37.8044,145.0386
3658,Kew,2/27 Pakington St,2,Apartment,610000.0,2.0,1.0,1.0,51.0,-37.8024,145.0346
3659,Kew,2/78 Studley Park Rd,3,Apartment,955000.0,3.0,2.0,2.0,39.0,-37.8063,145.0179
3660,Kew,3/99 Earl St,2,Townhouse,707500.0,2.0,1.0,1.0,27.0,-37.7938,145.0321
3662,Kew,5/93 Princess St,3,Townhouse,732000.0,3.0,1.0,1.0,39.0,-37.801,145.0297
3663,Kew,75 Earl St,2,Bungalow,2875000.0,2.0,1.0,1.0,109.0,-37.7944,145.0339
3664,Kew,7 Gladstone St,3,Bungalow,1565000.0,3.0,1.0,1.0,72.0,-37.8027,145.0404
3665,Kew,3/100 Mount St,2,Apartment,480000.0,2.0,2.0,1.0,14.0,-37.8162,145.0592
3667,Kew,60 Childers St,3,Bungalow,1500000.0,3.0,1.0,2.0,78.0,-37.7981,145.0423
3668,Kew,18 Collins St,4,Bungalow,1750000.0,4.0,3.0,2.0,9.0,-37.7982,145.0281
3669,Kew,4/206 Cotham Rd,3,Apartment,1100000.0,3.0,1.0,1.0,84.0,-37.8087,145.0452
3671,Kew,33 Disraeli St,3,Bungalow,1440000.0,3.0,1.0,1.0,119.0,-37.8021,145.0391
3672,Kew,27 Fernhurst Gr,4,Bungalow,2560000.0,4.0,3.0,4.0,29.0,-37.8042,145.0279
3673,Kew,7 Heather Gr,5,Bungalow,2600000.0,5.0,2.0,2.0,60.0,-37.8064,145.0608
3675,Kew,69 Malin St,5,Bungalow,3280000.0,4.0,5.0,2.0,40.0,-37.8117,145.0449
3677,Kew,62 Campbell St,4,Bungalow,4005000.0,4.0,3.0,3.0,10.0,-37.8022,145.0565
3680,Kew,6/108 Walpole St,3,Apartment,620000.0,3.0,1.0,1.0,49.0,-37.7978,145.0333
3681,Kew,31 Argyle Rd,4,Bungalow,2600000.0,4.0,3.0,2.0,27.0,-37.8033,145.0526
3682,Kew,17 Hartington St,5,Bungalow,2800000.0,5.0,2.0,3.0,119.0,-37.8017,145.0419
3683,Kew,82 Parkhill Rd,3,Bungalow,1420000.0,3.0,2.0,2.0,20.0,-37.8052,145.0489
3684,Kew,26 Queen St,3,Bungalow,1800000.0,4.0,2.0,1.0,109.0,-37.8074,145.0318
3686,Kew,28/60 Harp Rd,1,Apartment,395000.0,1.0,1.0,1.0,14.0,-37.7999,145.0544
3687,Kew,49 Princess St,4,Bungalow,2250000.0,4.0,3.0,2.0,129.0,-37.8043,145.0291
3689,Kew East,4/34 Strathalbyn St,2,Apartment,620000.0,2.0,1.0,1.0,49.0,-37.7971,145.0514
3691,Kew East,106 Kilby Rd,5,Bungalow,1950000.0,5.0,2.0,3.0,79.0,-37.7923,145.0528
3692,Kew East,2/37 Strathalbyn St,2,Apartment,605000.0,2.0,1.0,1.0,59.0,-37.7969,145.0511
3693,Kew East,52 Frater St,3,Bungalow,1920000.0,3.0,1.0,2.0,79.0,-37.789,145.0616
3696,Kew East,96 Kilby Rd,3,Bungalow,1615000.0,3.0,1.0,1.0,86.0,-37.7922,145.0518
3697,Kew East,7 Violet Gr,4,Bungalow,1830000.0,4.0,2.0,3.0,89.0,-37.799,145.0578
3700,Kew East,62 Munro St,4,Bungalow,2081000.0,3.0,4.0,3.0,59.0,-37.7881,145.0631
3701,Kew East,36 Belford Rd,4,Bungalow,1315000.0,4.0,2.0,2.0,89.0,-37.7981,145.0472
3702,Kew East,2 Violet Gr,3,Bungalow,1750000.0,3.0,2.0,4.0,89.0,-37.7997,145.058
3704,Kew East,17 Minogue St,5,Bungalow,2100000.0,5.0,3.0,2.0,69.0,-37.7904,145.0548
3706,Kew East,174 Kilby Rd,4,Bungalow,2175000.0,4.0,2.0,2.0,79.0,-37.793,145.0592
3707,Kew East,89 Kilby Rd,6,Bungalow,1300000.0,6.0,3.0,2.0,51.0,-37.7917,145.0509
3708,Kew East,1/50 Hartwood St,3,Bungalow,1350000.0,3.0,2.0,2.0,14.0,-37.7938,145.0545
3709,Kew East,9a Arden Ct,3,Townhouse,1963000.0,3.0,2.0,2.0,9.0,-37.7917,145.0585
3710,Kew East,36 Belford Rd,4,Bungalow,1315000.0,4.0,2.0,2.0,89.0,-37.7981,145.0472
3711,Kew East,3/14 Arden Ct,3,Townhouse,1620000.0,3.0,2.0,2.0,7.0,-37.7923,145.0595
3713,Kew East,1/2 Kitchener St,3,Townhouse,1260000.0,3.0,2.0,2.0,29.0,-37.7966,145.048
3716,Maidstone,3 Crefden St,3,Townhouse,615000.0,3.0,2.0,2.0,12.0,-37.7773,144.8725
3717,Maidstone,27 Dunedin St,3,Bungalow,715000.0,3.0,1.0,1.0,49.0,-37.7808,144.8678
3718,Maidstone,32 Ringtail Cct,4,Bungalow,826000.0,4.0,2.0,2.0,7.0,-37.7833,144.8817
3719,Maidstone,8/101 Ballarat Rd,2,Apartment,275000.0,2.0,1.0,1.0,59.0,-37.7863,144.8769
3720,Maidstone,19 Norfolk St,2,Bungalow,711000.0,2.0,1.0,0.0,99.0,-37.789,144.8813
3724,Maidstone,4/27 Baird St,3,Townhouse,695000.0,3.0,2.0,1.0,7.0,-37.7898,144.8722
3727,Maidstone,21 Pullar St,3,Bungalow,490000.0,3.0,1.0,2.0,59.0,-37.7838,144.8724
3730,Maidstone,2/120 Suffolk St,2,Bungalow,502000.0,2.0,1.0,1.0,14.0,-37.7895,144.8667
3731,Maidstone,7 Wallace St,3,Bungalow,721000.0,2.0,2.0,1.0,64.0,-37.7882,144.8784
3732,Maidstone,11 Madden St,4,Bungalow,1048000.0,3.0,2.0,1.0,99.0,-37.79,144.8815
3736,Maidstone,67 Norfolk St,3,Bungalow,840000.0,3.0,1.0,1.0,119.0,-37.7885,144.8771
3737,Maidstone,4/4 Crefden St,2,Apartment,335000.0,2.0,1.0,1.0,10.0,-37.7776,144.8723
3739,Maidstone,10 Thomson St,3,Bungalow,832000.0,3.0,1.0,2.0,69.0,-37.7896,144.8752
3740,Maidstone,67 Ballarat Rd,2,Bungalow,646000.0,2.0,1.0,2.0,119.0,-37.7871,144.8791
3741,Maidstone,1/166 Mitchell St,3,Bungalow,673000.0,3.0,1.0,2.0,109.0,-37.7813,144.8678
3744,Maidstone,45 Radio St,3,Bungalow,695000.0,3.0,1.0,2.0,12.0,-37.7798,144.8661
3746,Maidstone,48/48 Eucalyptus Dr,2,Apartment,349000.0,2.0,1.0,1.0,8.0,-37.7795,144.8729
3747,Maidstone,2/32 Burns St,3,Townhouse,555000.0,3.0,1.0,2.0,7.0,-37.7869,144.8749
3750,Maidstone,17/46 Eucalyptus Dr,2,Apartment,352500.0,2.0,1.0,1.0,7.0,-37.7795,144.8729
3753,Maidstone,4 Maple St,5,Bungalow,1350000.0,5.0,3.0,2.0,10.0,-37.7746,144.8727
3755,Maidstone,32c Burns St,2,Townhouse,510000.0,2.0,1.0,2.0,5.0,-37.787,144.8748
3757,Maidstone,18 Wallace St,3,Bungalow,746000.0,3.0,1.0,1.0,69.0,-37.7877,144.8772
3760,Maidstone,2 Omar St,4,Bungalow,765000.0,4.0,1.0,2.0,64.0,-37.7824,144.8704
3762,Maidstone,40 Howard St,3,Bungalow,740000.0,3.0,1.0,2.0,69.0,-37.7889,144.8787
3763,Maidstone,45 Norfolk St,2,Bungalow,770000.0,2.0,1.0,1.0,64.0,-37.7887,144.8788
3764,Maidstone,1/12 Clarendon St,3,Bungalow,490000.0,3.0,1.0,2.0,59.0,-37.7844,144.8665
3767,Maidstone,171 Mitchell St,4,Bungalow,675000.0,4.0,1.0,1.0,69.0,-37.7817,144.868
3768,Maidstone,13 Burns St,3,Bungalow,865000.0,3.0,1.0,3.0,79.0,-37.7874,144.8763
3769,Maidstone,2/13 Radio St,2,Townhouse,600000.0,2.0,2.0,1.0,7.0,-37.7801,144.869
3770,Maidstone,14 Howard St,4,Bungalow,773000.0,4.0,1.0,2.0,49.0,-37.7893,144.8818
3774,Malvern,35 Dixon St,3,Bungalow,2050000.0,2.0,2.0,1.0,129.0,-37.8607,145.0373
3775,Malvern,12 Hornsby St,4,Bungalow,2300000.0,4.0,2.0,2.0,42.0,-37.8493,145.0395
3776,Malvern,3 Plant St,4,Bungalow,3460000.0,4.0,2.0,2.0,3.0,-37.8515,145.0324
3777,Malvern,67 Wheatland Rd,4,Bungalow,2400000.0,4.0,2.0,2.0,129.0,-37.866,145.039
3778,Malvern,3/58 Cawkwell St,2,Apartment,569000.0,2.0,1.0,2.0,49.0,-37.854,145.041
3779,Malvern,11 Eva St,3,Bungalow,2025000.0,3.0,2.0,2.0,109.0,-37.8562,145.0373
3782,Malvern,2/64 Cawkwell St,2,Apartment,635000.0,2.0,1.0,1.0,49.0,-37.8537,145.041
3783,Malvern,8/7 Warner St,2,Apartment,611000.0,2.0,1.0,1.0,11.0,-37.8515,145.0372
3785,Malvern,41 Horace St,4,Bungalow,3800000.0,4.0,3.0,2.0,3.0,-37.8613,145.0393
3786,Malvern,3/2 Cawkwell St,3,Townhouse,1390000.0,3.0,2.0,1.0,24.0,-37.8577,145.0406
3789,Malvern,22 Milton Pde,3,Bungalow,2415000.0,3.0,1.0,3.0,109.0,-37.8462,145.0386
3790,Malvern,29/202 Wattletree Rd,2,Apartment,566000.0,2.0,1.0,1.0,49.0,-37.8633,145.0338
3791,Malvern,14 Woodmason St,3,Bungalow,1437000.0,2.0,1.0,1.0,109.0,-37.8511,145.0317
3792,Malvern,6/20 Johnstone St,2,Townhouse,500000.0,2.0,1.0,1.0,49.0,-37.8693,145.0348
3793,Malvern,304/361 Glenferrie Rd,2,Apartment,1155000.0,2.0,2.0,2.0,17.0,-37.851,145.03
3796,Malvern,34 Johnstone St,5,Bungalow,3400000.0,4.0,3.0,4.0,99.0,-37.8684,145.035
3797,Malvern,10 Woodmason St,3,Bungalow,2355000.0,3.0,2.0,4.0,34.0,-37.851,145.0316
3798,Malvern,18 Soudan St,5,Bungalow,4240000.0,5.0,3.0,3.0,129.0,-37.8653,145.0304
3800,Malvern,7 Hunter St,2,Bungalow,1326000.0,2.0,1.0,0.0,119.0,-37.8674,145.0355
3801,Malvern,3 Mary St,4,Bungalow,4525000.0,4.0,4.0,2.0,94.0,-37.8469,145.0377
3804,Malvern,20 Gordon Gr,4,Bungalow,1965000.0,4.0,2.0,1.0,129.0,-37.8638,145.0298
3806,Malvern,50 Hunter St,4,Bungalow,3470000.0,4.0,3.0,2.0,104.0,-37.868,145.03799999999995
3807,Malvern,8/6 Irving St,2,Apartment,740000.0,2.0,1.0,1.0,52.0,-37.8597,145.0322
3808,Malvern,3/197 Wattletree Rd,5,Bungalow,2325000.0,5.0,3.0,2.0,13.0,-37.8631,145.0353
3809,Malvern,5a Ewart St,3,Bungalow,1970000.0,3.0,2.0,1.0,109.0,-37.871,145.0364
3811,Malvern,11 Childers Rd,2,Bungalow,1475000.0,2.0,1.0,1.0,18.0,-37.8686,145.03799999999995
3813,Malvern,3/3 Irving St,2,Apartment,700000.0,2.0,1.0,2.0,21.0,-37.8597,145.0318
3815,Malvern,1/58 Cawkwell St,2,Apartment,584000.0,2.0,1.0,1.0,48.0,-37.854,145.041
3817,Malvern,31a Winter St,3,Bungalow,2300000.0,3.0,2.0,2.0,99.0,-37.8603,145.0322
3818,Malvern East,9 Chanak St,3,Bungalow,1490000.0,3.0,1.0,1.0,109.0,-37.8726,145.0396
3819,Malvern East,1/13 Goode St,3,Bungalow,1210000.0,3.0,2.0,1.0,26.0,-37.8833,145.0697
3822,Malvern East,1/52 Bowen St,3,Apartment,980000.0,3.0,1.0,2.0,79.0,-37.8832,145.0779
3824,Malvern East,78 Emo Rd,4,Bungalow,2355000.0,4.0,2.0,3.0,104.0,-37.8755,145.0523
3825,Malvern East,11 Findon St,2,Bungalow,1036000.0,2.0,1.0,1.0,109.0,-37.8717,145.0399
3827,Malvern East,16A Manning Rd,3,Bungalow,2273000.0,3.0,3.0,1.0,89.0,-37.8727,145.0458
3828,Malvern East,35 Warley Rd,5,Bungalow,2350000.0,5.0,2.0,2.0,104.0,-37.8786,145.0495
3830,Malvern East,3/919 Dandenong Rd,2,Apartment,447000.0,2.0,1.0,1.0,29.0,-37.8769,145.0471
3832,Malvern East,12 Hilda St,4,Bungalow,2200000.0,4.0,3.0,2.0,99.0,-37.8742,145.0614
3833,Malvern East,3/6 Peverill St,2,Apartment,790000.0,2.0,1.0,2.0,49.0,-37.8796,145.0876
3835,Malvern East,5 Anfield Ct,4,Bungalow,1185000.0,3.0,2.0,2.0,69.0,-37.8783,145.0869
3836,Malvern East,38 MacGregor St,3,Bungalow,1837000.0,4.0,2.0,1.0,99.0,-37.8799,145.0552
3838,Malvern East,3/406 Wattletree Rd,3,Townhouse,1253000.0,3.0,2.0,1.0,25.0,-37.866,145.0549
3845,Malvern East,349 Waverley Rd,5,Bungalow,1810000.0,5.0,3.0,2.0,85.0,-37.8775,145.0622
3846,Malvern East,14/410 Waverley Rd,3,Townhouse,922000.0,3.0,2.0,2.0,19.0,-37.8782,145.0649
3847,Malvern East,8 Ash Gr,5,Bungalow,4802500.0,5.0,2.0,4.0,100.0,-37.8756,145.0561
3848,Malvern East,2/919 Dandenong Rd,1,Apartment,350000.0,1.0,1.0,1.0,44.0,-37.8769,145.0471
3849,Malvern East,50 The Boulevard,3,Bungalow,1555000.0,3.0,2.0,2.0,69.0,-37.8734,145.0887
3850,Malvern East,69 Beaver St,4,Bungalow,2123000.0,4.0,3.0,2.0,89.0,-37.8707,145.0482
3851,Malvern East,19 Belson St,4,Bungalow,2800000.0,4.0,2.0,3.0,94.0,-37.8664,145.0452
3853,Malvern East,8 MacGregor St,4,Bungalow,1700000.0,4.0,3.0,2.0,89.0,-37.8818,145.0548
3855,Malvern East,6/5 Peak St,2,Apartment,370000.0,2.0,1.0,1.0,54.0,-37.8801,145.0874
3856,Malvern East,24 Prior Rd,2,Bungalow,1150000.0,2.0,1.0,2.0,59.0,-37.8835,145.0886
3858,Malvern East,2 Tennyson St,4,Bungalow,2001000.0,4.0,2.0,2.0,109.0,-37.8771,145.0505
3859,Malvern East,29 MacGregor St,3,Bungalow,1915000.0,3.0,2.0,2.0,99.0,-37.8807,145.0547
3860,Malvern East,102 Manning Rd,4,Bungalow,1690000.0,4.0,2.0,2.0,99.0,-37.8743,145.0588
3861,Malvern East,2/25 Fisher St,3,Townhouse,1135000.0,3.0,3.0,2.0,31.0,-37.8812,145.05700000000004
3862,Malvern East,1/14 Durward Rd,4,Townhouse,1240000.0,4.0,2.0,2.0,29.0,-37.8822,145.0837
3863,Malvern East,2/14 Durward Rd,3,Townhouse,1120000.0,3.0,2.0,2.0,29.0,-37.8823,145.0839
3865,Malvern East,558 Waverley Rd,3,Bungalow,1500000.0,3.0,1.0,2.0,133.0,-37.8799,145.0738
3867,Malvern East,3/2 Kardella St,3,Apartment,707500.0,2.0,1.0,1.0,44.0,-37.8689,145.0504
3868,Malvern East,5/417 Wattletree Rd,2,Apartment,835000.0,2.0,1.0,1.0,89.0,-37.865,145.0506
3869,Malvern East,17A Findon St,3,Bungalow,1870000.0,3.0,2.0,1.0,89.0,-37.8718,145.0404
3870,Malvern East,1 Villers Sq,4,Bungalow,1580000.0,4.0,2.0,1.0,99.0,-37.8834,145.0635
3871,Malvern East,4/24 Hyslop Pde,2,Apartment,820000.0,2.0,2.0,1.0,6.0,-37.8823,145.0729
3872,Malvern East,4/16 Repton Rd,2,Apartment,480000.0,2.0,1.0,1.0,49.0,-37.8811,145.0524
3875,Malvern East,2b Brunel St,3,Bungalow,1680000.0,3.0,2.0,2.0,21.0,-37.8695,145.05
3880,Malvern East,3/907 Dandenong Rd,1,Apartment,300000.0,1.0,1.0,1.0,6.0,-37.8764,145.0463
3881,Malvern East,66 Argyll St,3,Bungalow,1100000.0,3.0,1.0,2.0,59.0,-37.875,145.0861
3882,Malvern East,5/25 Clarence St,1,Apartment,373000.0,1.0,1.0,1.0,54.0,-37.8728,145.0417
3884,Malvern East,1/3 Steele St,2,Apartment,536000.0,2.0,1.0,1.0,59.0,-37.8713,145.0515
3886,Malvern East,2D Paxton St,4,Townhouse,2560000.0,4.0,3.0,2.0,7.0,-37.8704,145.0503
3887,Malvern East,48 The Boulevard,3,Bungalow,960000.0,3.0,2.0,1.0,49.0,-37.8733,145.0883
3888,Malvern East,5/80 Burke Rd,1,Apartment,315000.0,1.0,1.0,1.0,79.0,-37.8704,145.0495
3889,Malvern East,22 Ellison St,3,Bungalow,1297000.0,3.0,1.0,1.0,71.0,-37.8722,145.067
3890,Malvern East,10/1810 Malvern Rd,3,Townhouse,1015000.0,3.0,2.0,2.0,6.0,-37.8689,145.06
3891,Malvern East,3/5 Peak St,2,Apartment,523000.0,2.0,1.0,1.0,59.0,-37.8801,145.0874
3892,Malvern East,15 Prior Rd,3,Bungalow,1335000.0,3.0,2.0,2.0,54.0,-37.8831,145.0879
3894,Malvern East,15/5 Warley Rd,2,Apartment,425000.0,2.0,1.0,1.0,22.0,-37.8804,145.0501
3895,Malvern East,1/380 Waverley Rd,3,Bungalow,1670000.0,3.0,2.0,1.0,99.0,-37.8777,145.0608
3896,Malvern East,401A Waverley Rd,4,Bungalow,1350000.0,4.0,3.0,2.0,9.0,-37.878,145.0666
3897,Malvern East,23 Darling Rd,3,Bungalow,1650000.0,3.0,1.0,2.0,94.0,-37.8814,145.0583
3898,Malvern East,15 Alma St,4,Bungalow,1550000.0,4.0,2.0,4.0,49.0,-37.8847,145.076
3899,Malvern East,20a Thurso St,3,Bungalow,950000.0,3.0,1.0,1.0,20.0,-37.8752,145.0817
3900,Malvern East,21 Virginia Gr,3,Bungalow,1782500.0,3.0,1.0,2.0,69.0,-37.8846,145.0861
3903,Malvern East,1c Wilmot St,2,Townhouse,650000.0,2.0,2.0,1.0,4.0,-37.8828,145.0528
3906,Maribyrnong,6 Londrew Ct,3,Bungalow,975000.0,3.0,1.0,2.0,49.0,-37.76300000000001,144.8877
3907,Maribyrnong,6 Kynoch La,3,Townhouse,560000.0,3.0,2.0,2.0,15.0,-37.7746,144.8798
3908,Maribyrnong,53 Wests Rd,3,Townhouse,560000.0,3.0,2.0,2.0,19.0,-37.7719,144.8815
3909,Maribyrnong,8/42 Wests Rd,2,Townhouse,355000.0,2.0,1.0,1.0,15.0,-37.7716,144.882
3910,Maribyrnong,18 Blair St,3,Townhouse,550000.0,3.0,2.0,2.0,19.0,-37.7743,144.8797
3911,Maribyrnong,104 Gatehouse Pl,2,Apartment,420000.0,2.0,1.0,2.0,79.0,-37.773,144.8806
3912,Maribyrnong,8/10 Middle Rd,2,Bungalow,399000.0,2.0,1.0,1.0,34.0,-37.7679,144.8935
3914,Maribyrnong,19 Warrs Rd,3,Bungalow,1105000.0,3.0,1.0,4.0,69.0,-37.7707,144.8924
3915,Maribyrnong,5 Kallara Gr,3,Townhouse,730000.0,3.0,1.0,2.0,19.0,-37.7861,144.8897
3917,Maribyrnong,3/6 Randall St,3,Apartment,662500.0,3.0,2.0,2.0,13.0,-37.768,144.8894
3919,Maribyrnong,44 Blair St,2,Townhouse,410000.0,2.0,1.0,2.0,19.0,-37.7736,144.8798
3921,Maribyrnong,28 Kellaway St,3,Bungalow,920000.0,3.0,1.0,2.0,99.0,-37.7823,144.887
3922,Maribyrnong,33 Newstead St,3,Bungalow,1320000.0,3.0,2.0,2.0,119.0,-37.7662,144.8971
3923,Maribyrnong,4 Platypus Ct,5,Bungalow,1150000.0,5.0,3.0,2.0,17.0,-37.7712,144.8763
3928,Maribyrnong,12 Marin La,3,Bungalow,847000.0,3.0,2.0,2.0,17.0,-37.7697,144.878
3929,Maribyrnong,104/5 Ordnance Res,2,Apartment,400000.0,2.0,1.0,2.0,12.0,-37.7706,144.8805
3931,Maribyrnong,26 Mitchell St,3,Bungalow,1072000.0,3.0,2.0,2.0,64.0,-37.7833,144.888
3934,Maribyrnong,4/105 Raleigh Rd,2,Townhouse,510000.0,2.0,2.0,1.0,9.0,-37.7693,144.8905
3935,Maribyrnong,112 Edgewater Bvd,3,Townhouse,865000.0,3.0,2.0,2.0,9.0,-37.7855,144.8958
3937,Maribyrnong,5 Lyric St,4,Bungalow,940000.0,4.0,2.0,1.0,15.0,-37.7822,144.892
3938,Maribyrnong,3/26 Middle Rd,2,Townhouse,570000.0,3.0,1.0,2.0,10.0,-37.7677,144.8925
3940,Maribyrnong,12 Newstead St,4,Bungalow,1900000.0,4.0,3.0,8.0,6.0,-37.7682,144.8971
3941,Maribyrnong,20/9 Fabian Ct,2,Townhouse,429000.0,2.0,1.0,1.0,39.0,-37.7732,144.8927
3944,Maribyrnong,23/4 Wests Rd,3,Bungalow,456000.0,3.0,2.0,2.0,14.0,-37.7737,144.8816
3945,Maribyrnong,705/60 Edgewater Bvd,2,Apartment,566000.0,2.0,2.0,1.0,7.0,-37.7853,144.8944
3946,Maribyrnong,19/9 Fabian Ct,2,Townhouse,408000.0,2.0,1.0,1.0,39.0,-37.7732,144.8927
3948,Maribyrnong,211/20 Pier La,2,Apartment,470000.0,2.0,2.0,1.0,8.0,-37.7853,144.8999
3950,Maribyrnong,6/4 Belvedere Cl,3,Bungalow,780000.0,3.0,3.0,2.0,19.0,-37.773,144.8947
3952,Maribyrnong,28 Blair St,2,Townhouse,440000.0,2.0,1.0,2.0,19.0,-37.774,144.8797
3953,Maribyrnong,2 Murnong St,4,Bungalow,1048700.0,3.0,2.0,2.0,20.0,-37.774,144.877
3954,Maribyrnong,28 Blair St,2,Townhouse,400000.0,2.0,1.0,2.0,19.0,-37.774,144.8797
3955,Maribyrnong,33 River St,4,Bungalow,1215000.0,4.0,3.0,4.0,69.0,-37.7799,144.8879
3956,Maribyrnong,23 Duffy St,4,Bungalow,1180000.0,4.0,3.0,2.0,59.0,-37.7713,144.8937
3957,Maribyrnong,9 Lyric St,4,Bungalow,1117000.0,4.0,3.0,2.0,14.0,-37.7822,144.8922
3958,Maribyrnong,4/47 Middle Rd,2,Apartment,420000.0,2.0,1.0,1.0,49.0,-37.7678,144.8899
3960,Maribyrnong,329 Gordon St,4,Bungalow,770000.0,4.0,2.0,2.0,19.0,-37.7817,144.8916
3962,Maribyrnong,7 Pridham St,5,Bungalow,1151000.0,5.0,2.0,5.0,69.0,-37.7819,144.8901
3963,Maribyrnong,66 Raleigh Rd,3,Bungalow,907000.0,3.0,1.0,2.0,69.0,-37.769,144.8935
3964,Maribyrnong,110/44 Skyline Dr,2,Apartment,570000.0,2.0,2.0,1.0,7.0,-37.7853,144.8944
3965,Maribyrnong,75 Edgewater Bvd,3,Bungalow,820000.0,3.0,2.0,2.0,13.0,-37.7853,144.8972
3966,Maribyrnong,39 Kellaway St,3,Bungalow,940000.0,3.0,1.0,1.0,79.0,-37.7825,144.886
3967,Maribyrnong,31 Monash St,4,Bungalow,1030000.0,4.0,2.0,1.0,94.0,-37.7844,144.8876
3969,Maribyrnong,6 Ibis Pl,4,Bungalow,1230000.0,3.0,3.0,2.0,10.0,-37.7847,144.8962
3970,Maribyrnong,90 Blair St,3,Bungalow,460000.0,3.0,2.0,1.0,18.0,-37.772,144.8801
3971,Maribyrnong,12 Ibis Pl,3,Bungalow,884500.0,3.0,2.0,2.0,14.0,-37.7848,144.8969
3972,Maribyrnong,34 MacEdon St,3,Bungalow,1010000.0,3.0,1.0,1.0,79.0,-37.7804,144.8878
3974,Maribyrnong,21 Mitchell St,3,Bungalow,820000.0,3.0,1.0,4.0,13.0,-37.7837,144.8887
3975,Maribyrnong,3/4 Navigator St,2,Apartment,330000.0,2.0,1.0,1.0,49.0,-37.7689,144.8981
3977,Melbourne,14/2 Exhibition St,2,Apartment,1160500.0,2.0,2.0,1.0,13.0,-37.8157,144.9727
3978,Melbourne,2306/265 Exhibition St,2,Apartment,780000.0,2.0,2.0,1.0,22.0,-37.8095,144.9691
3979,Melbourne,1501/87 Franklin St,2,Apartment,535000.0,2.0,1.0,1.0,18.0,-37.808,144.9617
3980,Melbourne,3811/80 Abeckett St,2,Apartment,450000.0,2.0,1.0,1.0,5.0,-37.8091,144.9609
3981,Melbourne,405/270 King St,2,Apartment,360000.0,2.0,1.0,0.0,45.0,-37.8138,144.9548
3982,Melbourne,805/300 Swanston St,2,Apartment,665000.0,2.0,1.0,1.0,15.0,-37.8106,144.9646
3983,Melbourne,1615/250 Elizabeth St,1,Apartment,386000.0,1.0,1.0,0.0,43.0,-37.8127,144.9627
3984,Melbourne,49/2 Exhibition St,1,Apartment,659000.0,1.0,1.0,1.0,13.0,-37.8157,144.9727
3986,Melbourne,2111/620 Collins St,2,Apartment,545000.0,2.0,1.0,1.0,17.0,-37.8188,144.9544
3987,Melbourne,2206/60 Market St,1,Apartment,450000.0,1.0,1.0,0.0,59.0,-37.8178,144.9607
3988,Melbourne,308/16 Liverpool St,1,Apartment,432000.0,1.0,1.0,1.0,14.0,-37.8111,144.9715
3989,Melbourne,816/300 Swanston St,1,Apartment,400000.0,1.0,1.0,1.0,14.0,-37.8106,144.9646
3991,Melbourne,901/265 Exhibition St,3,Apartment,750000.0,3.0,2.0,1.0,21.0,-37.8095,144.9691
3992,Melbourne,208/108 Flinders St,1,Apartment,375000.0,1.0,1.0,0.0,5.0,-37.8161,144.9712
